UniProt_ID,pubchem_cid,kiba_score,bound
P09581,24874846,6.61,1
P19020,9838664,,0
Q923Y9,45381418,,0
Q923Y9,44576687,,0
Q86V86,71253554,0.00755,1
Q9UM73,50942696,8.37,1
P23977,44371853,4.76,1
P12821,136016437,,0
P12822,10575777,10.6,1
Q16790,25138272,,0
P08069,68322702,,0
P41146,46229842,,0
P27487,86298831,,0
Q923Y8,24871531,0.201,1
O00767,24827524,,0
P07607,89993926,,0
O15530,126484726,,0
P14780,9868515,7.46,1
Q9R0C9,14039974,2.7,1
Q13490,118732584,2.29,1
P41143,11960239,,0
P23975,70676475,1.73,1
Q16873,122670176,8.83,1
Q923Y8,56967416,0.201,1
P33981,162370709,,0
P10827,9874938,0.556,1
P26662,44355973,,0
P24557,13557494,9.73,1
P17787,49788731,7.27,1
P31424,52951612,,0
P79400,10340828,9.71,1
P42336,162674531,3.78,1
Q15910,71261531,2.58,1
P17948,51000963,1.68,1
P43405,89866692,6.02,1
P17752,118097232,1.68,1
P05106,122422598,,0
P42866,71659625,0.19,1
Q9NWZ3,44327243,,0
P10275,130278371,,0
P36888,91970945,,0
O19045,10273747,3.39,1
O76083,11501465,,0
P20272,45268707,1.79,1
Q05397,91826224,,0
Q92542,44440650,11.5,1
P05979,16007065,2.09,1
Q06187,71222927,5.46,1
P35968,73346915,,0
P51681,71458167,,0
Q06187,145987765,0.601,1
Q14790,11257152,8.37,1
P14867,107704,0.745,1
P08908,11237863,6.72,1
P54750,21049437,,0
Q99685,44591874,,0
Q96BI3,44446153,0.933,1
Q9Y233,44434698,,0
P03468,25207948,,0
Q9NYK1,132271944,0.372,1
P12822,44315084,,0
O60674,134436367,,0
P00742,44330999,4.07,1
P14780,71583084,,0
P09874,16665848,2.45,1
P30530,121409083,0.212,1
P14600,24782913,4.36,1
C7C422,118263886,,0
P27487,145953726,0.378,1
P43235,56644983,,0
P0DMS8,9864945,11.3,1
P29274,10928011,1.55,1
P27815,155530812,,0
O75907,71110423,11.3,1
P16257,11653141,0.76,1
P05227,44422406,,0
P12931,21877027,,0
Q15858,155512152,,0
P15090,73441949,9.95,1
Q9Y233,16665775,,0
P15056,44336091,,0
P45983,19972519,,0
P13612,71666589,,0
P20292,90312981,3.79,1
O43570,76321689,11.8,1
P30872,16157479,0.2,1
Q15392,155562077,,0
Q9UBN7,118715728,10.6,1
P13866,89476761,7.46,1
P08913,23983765,,0
P30542,78427078,,0
P32300,24996924,,0
P09960,145953593,,0
O00767,45270672,4.17,1
P04150,45486442,11.7,1
Q60492,89497985,,0
Q9NR97,44587984,,0
Q10469,124201094,1.94,1
P11309,135311442,,0
Q12884,71718813,,0
P29274,130363373,,0
Q923Y9,71719877,,0
Q7L7X3,5279,0.136,1
P34972,11537652,0.52,1
Q92542,10316321,,0
Q13490,71449027,,0
O60259,44592195,,0
Q15761,44411395,,0
P34972,52949398,0.201,1
C7C422,11036991,,0
Q07820,118406995,2.6,1
Q923Y8,59323817,1.15,1
P42681,134145903,,0
P23458,58293084,5.6,1
P04629,91895732,,0
P30729,60165418,0.931,1
O60885,139341544,3.22,1
P31389,59627182,,0
O00400,145955669,,0
P23443,71516590,5.03,1
Q8QZV1,44455081,,0
P80209,71456200,10.2,1
Q14004,24824453,,0
O00408,122190217,,0
P30989,153321101,,0
Q96BI3,56834044,5.93,1
P24557,122497599,,0
P33535,10077295,0.208,1
Q86V86,68328089,3.07,1
Q9UM73,54577892,9.73,1
P56373,90445420,,0
Q9BYT3,46884842,,0
Q9Y5Y4,136241443,,0
Q29550,91340337,,0
P02766,67027545,,0
P41144,153274550,3.25,1
P56817,118004024,,0
O00141,90421048,0.878,1
P09874,25002232,0.784,1
P32238,134148369,,0
Q9NR97,155540315,,0
P26662,72714949,,0
Q9Z2Z8,6213230,,0
O70526,57960969,,0
Q96KB5,67447134,0.685,1
P31424,10573362,,0
P08069,86693162,,0
Q99835,5508795,7.4,1
P00533,1510378,,0
P48039,10019103,1.52,1
P32249,77846592,,0
Q16790,135434965,11.4,1
P49768,121596853,5.79,1
P19327,10598597,1.68,1
P21453,76334647,,0
P00918,90347602,,0
P01375,91819733,,0
Q15761,9924211,9.28,1
O75116,164627286,1.68,1
P20309,59548091,0.201,1
P30542,42632750,,0
P10415,117922105,,0
Q92542,44441998,9.05,1
P12390,44353261,,0
P21452,155548359,,0
P24863,126511934,7.76,1
P12822,44340963,0.000458,1
P00519,126961591,0.153,1
P09038,78323433,2.75,1
Q99720,44311613,5.17,1
P33535,53323108,,0
P11229,25034186,0.0902,1
P97477,122183752,,0
O00329,130363645,7.17,1
P97793,45271106,,0
Q01959,15550585,5.74,1
P56373,68021136,2.7,1
O00329,68405127,,0
P12390,11743150,,0
P04629,49869938,,0
P41143,156019278,,0
P05106,3242479,,0
P27487,23655077,10.6,1
P49674,118537166,7.14,1
Q05655,44253797,4.17,1
P00533,5569573,,0
Q5S007,118068613,,0
P35968,59394521,2.71,1
P27487,66560610,1.26,1
P42330,132166583,0.487,1
P50406,44406790,,0
O43570,4170,7.15,1
P43405,53234382,,0
Q02127,155209539,0.172,1
P04629,24816435,3.68,1
P31749,135971437,7.46,1
P49354,136213117,,0
P49840,10506376,,0
O60674,155552651,,0
P35968,46223480,1.06,1
O60674,127053796,0.0388,1
P28845,59635661,2.76,1
P17752,44435496,,0
P49892,1547,5.19,1
P23458,137214940,2.39,1
P25786,54586503,,0
P29274,59636769,,0
Q06187,155558540,,0
P35968,52947417,,0
P42330,132166675,0.544,1
P00375,13844738,3.25,1
P10721,137656917,7.0,1
P08842,10355971,3.54,1
P10415,85781111,,0
P21453,49835633,9.46,1
P43405,118023973,1.95,1
Q2NNR5,45271665,0.713,1
Q06187,58043992,1.99,1
Q13464,118663072,10.8,1
P42338,164623645,,0
Q9Y5Z0,24879234,,0
Q16539,10917396,,0
P50579,89454142,8.78,1
Q9HBH9,118508625,0.768,1
P33535,11779765,0.687,1
P34969,156240263,,0
Q969M7,39038262,,0
P35968,137659444,,0
P27487,57960865,,0
Q14397,89761475,6.53,1
O14965,90335185,,0
P29375,121279718,0.413,1
P09874,71777747,,0
P28482,118381154,0.657,1
O60427,10155282,,0
Q9NWZ3,130265932,3.93,1
Q06187,123928300,7.0,1
P00742,86270631,,0
O43570,44389995,6.3,1
P50406,23571065,,0
P0DMS8,11560605,3.66,1
P14867,44451918,,0
P0DMS8,71455623,4.92,1
O60674,137638822,,0
P10417,137129910,,0
P35408,1476756,,0
P07949,122179861,,0
P05093,121481842,3.29,1
P31749,86699282,11.5,1
P07949,3758,,0
O43614,15693951,,0
Q16539,23647629,5.13,1
P32239,10074702,0.601,1
P33981,118732122,3.54,1
P03372,90372451,3.78,1
P35968,10399576,,0
Q13639,86764908,,0
Q8WW43,127045252,,0
O60885,71616769,8.15,1
O76074,9985715,,0
P17752,118347898,,0
P49841,135976663,4.76,1
O35433,52943894,,0
O43613,124176281,,0
P28335,121428528,,0
P31749,71138252,2.34,1
P03372,71770309,,0
P48048,11562817,,0
Q05469,10293330,1.68,1
P17252,9928190,2.5,1
Q16739,118719903,11.9,1
P21453,10193915,0.43,1
Q96PY6,5162,,0
P28482,118047055,7.78,1
P23458,118531648,1.59,1
P28845,91049393,9.39,1
Q9QYJ6,58547809,3.72,1
Q02644,5766805,,0
P14780,11799753,5.99,1
P11229,124159675,,0
P56718,117637415,8.01,1
P41143,10412617,2.65,1
P56817,67979573,0.442,1
P27487,118550807,,0
P50406,44400803,5.17,1
P43166,91937535,,0
O60674,88561715,,0
P28482,68108534,,0
P15056,45486223,3.39,1
Q16539,23647640,2.29,1
O43613,90283382,,0
P25099,9929597,10.3,1
Q92542,45485456,0.236,1
P53985,24825269,6.16,1
P23458,124131749,,0
P42345,2358580,,0
P36888,137659742,3.99,1
P28845,24945482,2.65,1
O00329,121278049,,0
P19099,118706870,,0
P08253,11697283,0.223,1
P81908,132220124,,0
P41597,49865878,,0
O14976,145959760,9.14,1
P00742,123688273,,0
P49674,117667313,,0
P42681,15341903,,0
Q9QYJ6,86281207,0.319,1
O00141,86268988,4.22,1
P08253,89492440,,0
O70526,145980719,,0
P22455,68209319,3.49,1
P04150,118735784,,0
O75907,68682592,7.92,1
O95835,145744591,5.13,1
P17752,122531187,4.65,1
Q9HBH9,129256689,1.15,1
O75909,127046461,,0
Q05586,44443053,7.0,1
Q9Y233,71537867,1.26,1
P28335,122180976,6.12,1
P29274,10174023,6.58,1
C7C422,68234878,,0
P51681,44512349,0.768,1
P50613,44401371,,0
P00734,1623,2.58,1
P04629,44316752,,0
P70536,10415322,1.78,1
Q9Y5Z0,66558771,11.1,1
Q923Y8,68325517,1.79,1
P41146,44570675,3.11,1
P21452,134436543,,0
P43405,57401133,,0
P09874,164614247,1.68,1
P23458,90343795,4.65,1
O60563,134153731,4.17,1
O14684,71457292,,0
Q9Y233,136927882,0.601,1
P53350,59317830,,0
P12390,67471707,,0
P35372,44341266,0.592,1
Q9UM73,214654,,0
Q06187,78324339,6.86,1
P00533,118073560,2.42,1
P41597,57422289,,0
O75907,11172616,,0
Q06187,132231770,0.487,1
P34995,23696973,6.34,1
P15144,44458314,9.73,1
P06276,145979774,,0
P09874,58487712,7.82,1
O75116,44420119,,0
P42345,10626620,,0
P45452,126622127,,0
P08473,89523070,4.55,1
Q13639,10369374,,0
O60674,117951063,0.736,1
P11309,135927973,3.79,1
P33981,273360,,0
P49810,134132676,,0
Q9UHD2,118537715,1.81,1
Q04759,46881506,7.0,1
P41144,59508260,,0
P11802,58299825,4.41,1
P34972,24971331,,0
P97612,44326888,,0
Q08881,12017599,,0
P41146,44574962,11.2,1
P49286,44253170,,0
P81908,44610518,,0
P29275,155535433,,0
Q9NR97,71482644,,0
P33535,45260687,,0
P20309,21847,0.601,1
P42345,58073074,2.19,1
P12931,66763141,,0
O96017,118945691,,0
P42336,290230,,0
Q9NYK1,57378516,,0
O60674,86692141,0.0388,1
P33981,73389511,1.15,1
P45983,54764593,2.19,1
Q13822,122445825,1.15,1
P41145,57340766,0.415,1
Q06187,46906141,,0
Q15761,135480682,,0
O00459,90114188,,0
P23458,122362804,,0
P49841,45482750,9.73,1
O00408,136982817,3.25,1
C7C422,71277591,,0
P20309,46880327,,0
P42336,45260064,,0
P31644,118256854,,0
P31751,45141815,5.6,1
O60674,137158490,0.168,1
P04150,76073580,1.22,1
O14965,53339204,6.08,1
P28845,44481766,,0
Q9Y5Y4,71711576,1.78,1
Q923Y8,56967599,0.784,1
Q16539,23433741,8.69,1
O43614,9981617,,0
P26662,71457402,,0
O43614,130364478,,0
P51681,70642243,,0
P00740,44396619,,0
P15056,68186559,0.313,1
O14965,66763392,0.151,1
O00329,121245219,1.15,1
P50406,69082371,,0
P20309,156022051,,0
P13612,45485808,0.138,1
P32835,817029,,0
O60674,50922915,0.0145,1
P47871,11814151,3.49,1
Q08881,44588579,5.13,1
Q96KB5,67450018,6.53,1
Q92542,127034410,,0
Q05397,46208854,5.13,1
O00329,60202338,9.73,1
P20292,10835916,,0
P08709,23573408,,0
P33535,9809562,0.2605,1
Q9Y5Y4,11532832,,0
Q06187,44435606,,0
O15379,44372539,,0
Q99527,46881666,,0
P00918,70301391,,0
O14939,50902978,6.07,1
Q08881,44576887,,0
P00519,44353271,,0
P12821,44586759,1.36,1
P30968,118986795,,0
P05093,117979049,4.65,1
P41144,78320672,,0
P08842,70368661,,0
P06276,91808463,,0
P41144,5283731,,0
P09874,127035739,8.64,1
P22607,10127593,,0
P03372,25271147,,0
P0DMS8,96544,,0
Q02156,2703,11.5,1
P15056,68035760,1.68,1
P27487,44420401,,0
P34975,44326275,0.229,1
P35563,44315939,1.9,1
P81721,135286350,,0
P07949,134164103,5.22,1
P34903,18406937,0.381,1
P49356,86269204,,0
P25103,73265452,0.0508,1
P11802,58299783,5.6,1
O43570,137028517,7.15,1
P00742,44363301,,0
P29371,42603881,,0
P23458,118522804,0.639,1
Q9UM73,56653076,6.859999999999999,1
Q9Y233,71520768,,0
Q13324,73351515,2.7,1
P23458,118253713,3.09,1
P61169,10252320,2.7,1
P00746,68283500,8.37,1
P10415,44347933,,0
P11511,127052880,10.6,1
P97612,145988915,,0
O00519,45279725,,0
P07308,89435075,,0
P97612,44562149,3.34,1
O55242,10004516,2.45,1
P34969,25256855,9.46,1
P30411,162645344,,0
Q9NR97,89596552,,0
P00519,71115003,0.312,1
P21730,53759588,,0
Q9H244,10789674,,0
P22455,25105708,,0
Q9NR97,24901518,,0
Q15858,10717572,,0
O60674,137216682,0.629,1
P23975,132089081,0.574,1
Q9Y5Y4,45486074,1.15,1
P52333,2120347,,0
P12390,164621985,,0
O75460,136359130,,0
O60885,90018193,6.72,1
P29371,86274488,9.68,1
Q14416,72197632,,0
P49810,164615522,,0
P00533,57392588,3.68,1
P41146,90654756,0.0586,1
P29274,127053794,,0
P21452,162650676,,0
P29274,155534659,10.5,1
P46098,76309734,9.89,1
P41144,15697375,0.509,1
O60674,11091653,,0
P08908,9981322,0.845,1
P09874,45277129,,0
P31644,76330256,2.05,1
Q9Y5Y4,58511876,,0
P21731,15024086,0.965,1
P31213,49872488,,0
P04626,68035627,,0
Q9NR97,44608758,,0
P00375,72548925,,0
Q60492,57393936,10.5,1
Q9Y5Y4,44159773,3.36,1
Q8NER1,67439038,2.85,1
P43405,89858635,5.22,1
P11309,13537950,,0
P33032,5328725,,0
P46663,2383099,,0
P16184,164614781,,0
P28335,89536088,,0
Q14164,71525884,,0
P10646,155526378,4.05,1
P03956,44339654,2.75,1
Q9H5I1,135335022,1.08,1
P51449,36223059,,0
O60674,59612410,2.21,1
P25103,10067789,,0
Q9Y233,76073239,2.32,1
Q9BYF1,44455430,1.66,1
P23458,49781891,,0
O00141,136213171,0.878,1
Q02127,129126856,1.31,1
P49674,118734451,,0
P03372,132272410,,0
Q06187,118494236,3.68,1
P39900,11508259,10.9,1
Q07889,44560442,,0
P00519,72203145,6.53,1
P35408,76282477,6.58,1
P12390,44299207,0.482,1
P23458,89473484,6.08,1
P00750,56677124,,0
P11309,58300205,,0
O60674,164626361,,0
P00742,44429110,6.53,1
P20309,15057856,0.0974,1
Q07817,90408748,,0
Q923Y8,68325622,0.907,1
Q9UHD2,127048505,,0
P52333,145987765,0.818,1
P52699,11545321,,0
P56221,127040695,,0
Q96RI0,72192131,0.442,1
P07949,15673447,,0
P41143,57390216,0.0494,1
P07384,44367195,8.37,1
P22455,134135888,3.72,1
O75716,11984591,0.621,1
P14902,138544257,8.37,1
Q9Y233,89650222,9.05,1
P19020,72705190,,0
P25103,2933345,,0
P09960,44318886,6.07,1
Q9GZT9,121245332,2.09,1
P41146,24894768,,0
P48039,11002840,9.73,1
P35968,59612445,,0
P56718,25000921,,0
P35367,46884736,2.71,1
P51449,71612303,6.53,1
P00918,45265151,6.06,1
C7C422,2876938,,0
Q07889,44309852,,0
P33535,10894730,,0
Q14416,124185825,,0
P61169,11089340,3.92,1
P23458,129269792,2.05,1
P56524,118307977,,0
Q01959,57520587,,0
O60674,44574053,,0
P43220,56673122,,0
P30553,10815039,0.763,1
Q9UHD2,70676325,,0
P12821,15380820,2.39,1
P11309,129104732,,0
P04629,67500744,1.78,1
P08709,122164611,0.136,1
P0DMS8,16094559,3.52,1
O00329,70674360,3.93,1
P32300,44400177,0.878,1
Q14416,11772601,10.7,1
Q07817,91809426,,0
P35968,117793195,,0
P36888,71575642,6.39,1
P41968,73673433,,0
Q13822,54769351,,0
Q9JHI9,129067386,2.19,1
P08909,483363,,0
Q9QYJ6,58547856,5.69,1
Q13822,44395430,,0
P27338,14953547,7.92,1
P51946,90479851,,0
P35968,46235541,,0
P78527,25169574,6.07,1
P04626,132143255,6.85,1
O00141,153325474,,0
P08172,162664462,,0
P08473,44278264,,0
P46925,136130281,,0
Q9Y233,90383215,2.7,1
P12821,132141381,,0
P15056,72193890,,0
Q9HBH9,118145781,4.65,1
O00408,6439644,,0
P29371,44591375,,0
P43166,73776641,5.41,1
P23458,50906783,5.13,1
P11309,54586387,,0
P35372,86582597,0.388,1
Q9NR97,56652646,,0
O15379,56676500,11.1,1
P26662,133081780,,0
P23458,44568927,,0
P23458,70683317,,0
P28845,162661734,,0
P20309,44430454,1.53,1
Q96RI0,72201422,6.53,1
O00329,781371,,0
P49768,155526641,8.83,1
P49286,44349362,10.3,1
P42892,58072951,,0
P00533,71555095,,0
P00734,118873287,,0
P41145,44268619,,0
P30530,514093,,0
P41143,44345048,,0
P27487,136929956,,0
Q9NYK1,132272139,0.254,1
P42345,60148793,3.68,1
O00408,73350007,,0
Q923Y8,1913827,,0
P35563,57391435,0.234,1
O60674,118986974,,0
Q04631,57839380,,0
P31644,67750911,,0
Q9NR97,137642788,,0
P29274,57396935,4.62,1
P19327,118190855,0.151,1
O43614,44441201,,0
Q9UBN7,137661620,0.0942,1
P00519,155557661,,0
Q9BUB5,118508640,10.6,1
P36888,11331136,,0
P00533,70685871,1.26,1
P21802,134157853,1.15,1
P35968,22181345,,0
Q08345,117921475,10.6,1
P04150,129304702,8.24,1
P27487,49797612,4.17,1
P28482,118030039,8.83,1
P70536,70685218,,0
O43603,91898917,2.9,1
Q9NS75,118508590,,0
Q92542,45262054,,0
P29275,44322225,,0
P53051,118469967,,0
P39900,44224245,0.987,1
O60674,89471518,3.19,1
O75116,84973065,0.132,1
Q07075,14639078,,0
O00329,25254071,1.85,1
Q06187,155546799,,0
Q9Y5Y4,45279898,,0
P06479,145969558,,0
Q9NYK1,10087126,,0
Q06187,121294225,0.194,1
P00519,71605048,0.969,1
P30969,16196648,,0
P21730,46883828,,0
Q9Y5Z0,27844286,,0
Q9UGL1,86342130,,0
P14867,9865233,0.742,1
Q06187,155307524,9.23,1
P48775,49865643,,0
O14965,71273879,,0
O00519,11704069,7.23,1
O60674,136214467,0.845,1
P41145,118263868,1.15,1
Q9NR97,10371624,,0
Q02763,121397657,,0
Q8WXS5,44419759,,0
Q9NWZ3,90155028,1.1,1
P28523,135823066,2.45,1
P26662,87408897,,0
P00740,90060527,0.084,1
Q5S007,44335712,,0
P56817,90373092,2.04,1
Q99572,50991586,,0
Q96PY6,71240235,,0
Q14680,44328360,,0
P31639,90229434,,0
Q04771,117852263,,0
P16257,13272349,2.7,1
P56373,53326716,,0
P10415,67227143,0.468,1
P00533,162353381,,0
O43570,91899614,,0
P15056,46880136,0.242,1
O00459,134372827,3.68,1
P25774,117913987,2.14,1
O75907,67975321,8.37,1
P12527,11760507,,0
P56817,68239049,6.53,1
P35968,124182537,,0
P08922,121595831,,0
P19020,162667251,,0
Q15858,51001462,,0
P32239,121225001,,0
C7C422,135150163,0.216,1
Q8NER1,58972648,5.13,1
P00734,70697140,,0
P43405,121255320,4.17,1
Q9Y233,68680505,,0
P30530,45267530,,0
P21556,90654794,,0
P34972,71599275,0.601,1
Q9UIQ6,118549473,3.14,1
P35372,56682555,,0
P56373,86292072,,0
P43235,60195812,1.15,1
P13866,89476655,3.59,1
Q9UBU7,59394267,,0
Q60492,10719212,,0
P61169,10717702,10.2,1
P12931,60167281,,0
P14780,11243200,,0
Q14524,90216718,6.3,1
P56817,90372825,0.601,1
P49674,44343678,,0
P15056,77014414,2.7,1
P04629,122498069,,0
P24557,12870472,7.92,1
Q16790,71607952,9.16,1
P17252,132253725,,0
P0DMS8,10011110,,0
O60674,87279355,,0
P51449,138805808,5.66,1
P13612,44439735,,0
P09917,122185743,,0
P00742,53317511,,0
Q9UM73,129147988,8.37,1
Q9UM73,66834353,1.11,1
P25103,71770312,,0
P08172,9928017,1.04,1
O00767,59323628,,0
P34972,10388627,,0
P52699,137537716,0.0698,1
P61169,71235080,,0
O14672,45487400,9.73,1
O43318,132819865,3.83,1
P00742,58777746,2.19,1
P23975,46834537,1.15,1
P30547,15542871,2.7,1
P43220,9885465,,0
P35968,44324728,,0
Q9QZN9,45110434,1.41,1
P00519,135820173,3.68,1
P35367,155556183,3.13,1
O00311,137633685,,0
P23977,44402573,,0
Q9H3N8,71551636,4.01,1
P32239,44381358,0.0539,1
P49286,71716973,,0
P12931,44303538,2.39,1
P00533,129189484,0.878,1
Q8WW43,44432780,6.53,1
Q9BUB5,447362,,0
P08049,14557663,2.7,1
P26663,135874110,8.83,1
P51681,91931825,2.19,1
P30968,53318340,,0
P09470,5462501,5.95,1
P11309,73438409,0.0384,1
P49356,56664853,1.26,1
P53634,2013382,,0
P0DMS8,25212376,11.8,1
P00742,21366482,1.08,1
P33533,10474095,1.79,1
P29274,70169757,,0
O00329,58071832,,0
O15379,44472966,,0
Q9Y233,75201308,1.68,1
O75907,89831432,1.99,1
Q8K3T4,12002201,5.87,1
P23458,56991531,,0
P12390,11323701,0.968,1
P25774,71679875,1.63,1
P28482,72949908,,0
Q9UBN7,60164725,6.02,1
Q99720,44329727,,0
P11309,58284915,,0
O00329,136035725,,0
P52333,44595079,4.17,1
P04629,118253145,3.39,1
P35610,139422785,,0
Q9GZT9,71451952,,0
P00742,9826433,6.07,1
P30553,146502909,,0
P35368,11200086,10.6,1
P24557,91928960,1.31,1
P25103,10140125,10.8,1
P51449,122627522,3.61,1
Q64663,86271206,3.39,1
P03372,56664974,,0
O00329,155532329,,0
P35270,90655815,,0
P49768,145978287,,0
P04629,118393372,0.657,1
O00329,13953801,,0
P20309,24987648,,0
P04629,118392497,7.92,1
P43405,20055509,,0
O70536,73348235,6.53,1
P25103,10590469,,0
Q01064,132273478,4.07,1
P08253,9941371,0.0252,1
P23458,3120384,,0
P42345,10389832,,0
P13516,54470642,,0
Q2M2I8,118880539,3.68,1
P19793,44571492,,0
Q07817,134140441,0.601,1
P41145,73295188,11.9,1
P37231,44190592,0.601,1
P31639,53328679,1.27,1
P25103,72707356,,0
P34972,11653233,5.01,1
P21917,44576404,,0
Q06187,71230726,7.92,1
Q06187,46852451,,0
P41145,118264021,5.6,1
P14740,134199570,,0
P21452,10508281,0.0942,1
Q9Y5Y4,90479860,8.37,1
P25103,145948955,4.34,1
Q15761,44271517,9.73,1
Q86V86,86766668,,0
P11511,124222802,,0
P31639,23625076,,0
O15379,122648648,1.83,1
P19793,130309777,9.28,1
Q9NWZ3,90155131,2.24,1
Q06187,118519878,0.488,1
P61169,9952220,0.478,1
P31639,71110572,4.48,1
P52699,118266416,6.3,1
P30547,44609099,,0
P35372,76331636,8.33,1
P17752,122531201,3.68,1
P49683,66690186,3.79,1
P27958,164617385,,0
P23975,118937629,,0
P52333,68358704,4.22,1
Q9NR97,58483593,,0
P42785,47420565,,0
P56817,110298324,8.96,1
P29122,137631479,0.312,1
P10721,24880043,6.53,1
Q9Y5Y4,56642660,,0
P12390,46231134,0.209,1
P32300,117852377,,0
P35372,4374682,,0
P07949,134164144,1.1,1
P28335,9839057,0.0162,1
P35408,46232472,,0
P19020,60210882,,0
P10415,117874211,3.19,1
Q15116,164621739,7.32,1
P51449,73776070,,0
P19099,25034349,3.64,1
Q9NWZ3,57520776,,0
P14867,1345,8.73,1
O43570,462919,8.59,1
P25103,11144311,,0
P41968,16154396,1.3,1
O00329,118440573,,0
P36888,4395717,,0
Q06187,71656932,1.39,1
P25103,11744063,,0
P43405,25065929,,0
P04150,82153,3.21,1
P28482,71577255,,0
P49356,11069519,9.37,1
P41143,44267339,,0
P00742,118523110,,0
P00519,68004121,,0
Q9Y233,90368209,,0
O60563,50907645,0.0016,1
Q06187,117779915,,0
P12390,56595564,4.03,1
O75908,71561175,2.7,1
Q05941,57334716,0.159,1
P13726,44403003,11.1,1
P30968,16146884,5.5,1
P05106,25124880,,0
P30530,49766557,,0
P22455,11071001,,0
O00408,16094419,,0
O75173,91826357,,0
Q06187,9994707,,0
P25105,44273282,7.46,1
P12931,89908065,,0
P04626,44330533,,0
P05106,90331479,,0
Q9UBN7,137660128,11.4,1
P00918,44395685,10.2,1
P46098,59492696,,0
Q923Y8,127044838,,0
P33533,45264257,10.0,1
P10415,67127009,0.0308,1
P46663,44401833,,0
P04629,118341199,5.74,1
O60674,117950898,0.415,1
P33535,12824285,,0
Q99835,58017084,,0
P45452,71814687,1.99,1
P43235,11476420,,0
O14684,88539226,1.15,1
Q14164,70685233,4.65,1
P06881,127028128,7.0,1
P22607,10615787,,0
P11309,2745062,,0
P20272,46231251,2.07,1
P04150,44433502,2.32,1
P42785,2079240,,0
P00533,57333996,5.36,1
P34972,155515441,5.56,1
P33981,66563083,1.47,1
P03372,25110672,5.32,1
O00763,122497718,4.17,1
P17948,86290321,3.93,1
P30969,44380271,3.93,1
P06239,21994914,2.19,1
P80457,58437400,8.1,1
P08908,89447355,,0
P42680,134277748,1.74,1
P41143,71667415,,0
Q01726,88944296,0.604,1
P0DMS8,50940961,7.15,1
P29274,89473542,,0
P03372,135277093,0.476,1
P31751,24777773,,0
P11309,117921184,,0
P51686,5487475,,0
P19020,3345,,0
P41144,51361280,,0
Q14164,44586225,,0
Q9Y233,122196343,1.52,1
Q92769,14198563,,0
P07339,2997875,,0
P28221,10150796,0.257,1
P31749,11334596,,0
P27487,16090844,3.79,1
P00742,9871743,,0
Q06187,16735841,,0
P22607,122474096,9.73,1
P0DMS8,1625750,,0
P41279,44405512,7.0,1
Q13258,44348873,,0
P35372,67183215,0.121,1
P41144,44380472,3.93,1
P12931,14978321,,0
Q96BI3,58548177,,0
Q9Y233,102115979,,0
P20272,56602805,,0
P19784,24776397,,0
P28482,46879514,,0
P23458,73055592,,0
O43570,162676073,8.01,1
P78527,118966403,2.7,1
P97612,67163351,,0
P52333,86301460,2.7,1
P22607,1473962,,0
P04278,11954153,1.8,1
O43613,72700698,1.78,1
Q9Y2D0,145961631,7.58,1
P21453,53339657,0.713,1
Q9R0C9,10786587,0.878,1
P42336,155140412,,0
P04150,71466050,,0
Q9Y233,53328448,2.19,1
P10980,9815331,7.69,1
Q92847,122180026,7.91,1
P08913,44330368,2.31,1
P15056,9804849,,0
P05362,9873782,,0
P16234,35502062,,0
Q92769,44264631,,0
P32300,44378537,0.272,1
P41144,71454079,1.28,1
Q923Y9,67240629,0.784,1
Q9UKE5,10657726,,0
Q07343,16733400,,0
Q15761,155533579,,0
